tas_smoothed,class,length_transient,Lon,Lat,PID,s,length_transient_trans
283.03285522460936,0,0,-69.25,51.25,19,SSP5-RCP8.5,0
282.6401397705078,0,0,-69.25,51.75,17,SSP5-RCP8.5,0
281.5311004638672,0,0,-69.25,51.75,19,SSP5-RCP8.5,0
282.6401397705078,0,0,-69.25,51.75,20,SSP5-RCP8.5,0
281.5793426513672,0,0,-69.25,52.75,22,SSP5-RCP8.5,0
283.92051391601564,2,0,-68.75,49.75,21,SSP5-RCP8.5,0
283.59022521972656,0,0,-68.25,50.25,16,SSP5-RCP8.5,0
283.5345062255859,0,0,-68.25,50.75,23,SSP5-RCP8.5,0
281.69972839355466,0,0,-68.25,51.75,21,SSP5-RCP8.5,0
282.4368103027344,0,0,-68.25,51.75,22,SSP5-RCP8.5,0
281.6407806396484,0,0,-68.25,51.75,23,SSP5-RCP8.5,0
281.0654541015625,0,0,-68.25,52.25,22,SSP5-RCP8.5,0
283.12734069824216,0,0,-67.75,50.25,24,SSP5-RCP8.5,0
282.1007995605469,0,0,-67.75,50.75,24,SSP5-RCP8.5,0
282.71062622070315,0,0,-67.75,51.25,20,SSP5-RCP8.5,0
282.8436340332031,2,20,-67.25,50.25,17,SSP5-RCP8.5,0.6505149978319906
282.06455688476564,0,0,-67.25,50.75,24,SSP5-RCP8.5,0
285.90271911621096,2,16,-66.75,47.25,17,SSP5-RCP8.5,0.6020599913279624
283.1270477294922,0,0,-66.75,50.75,24,SSP5-RCP8.5,0
282.39917907714846,0,0,-66.75,51.25,16,SSP5-RCP8.5,0
282.34288635253904,0,0,-66.75,51.25,22,SSP5-RCP8.5,0
282.17059020996095,0,0,-66.75,51.75,20,SSP5-RCP8.5,0
281.8772369384766,0,0,-66.75,52.25,16,SSP5-RCP8.5,0
281.96576538085935,0,0,-66.25,50.75,16,SSP5-RCP8.5,0
281.3266174316406,0,0,-66.25,51.25,22,SSP5-RCP8.5,0
281.1576690673828,0,0,-66.25,51.25,23,SSP5-RCP8.5,0
281.1268249511719,0,0,-66.25,51.75,16,SSP5-RCP8.5,0
280.58838806152346,0,0,-66.25,51.75,24,SSP5-RCP8.5,0
280.4166320800781,0,0,-66.25,52.75,19,SSP5-RCP8.5,0
280.30519104003906,0,0,-66.25,52.75,23,SSP5-RCP8.5,0
281.2757537841797,0,0,-66.25,52.75,24,SSP5-RCP8.5,0
